,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
1107,Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",Yes,easy,easy,S08_set3_a3
1108,Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",yes,easy,easy,S08_set3_a3
1109,Millard_Fillmore,Who got Seward elected to the senate?,Weed,medium,medium,S08_set3_a3
1110,Millard_Fillmore,Who got Seward elected to the senate?,Weed ultimately got Seward elected to the senate,medium,medium,S08_set3_a3
1111,Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Japan,medium,medium,S08_set3_a3
1112,Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Commodore Matthew C. Perry send to Japan,medium,hard,S08_set3_a3
1113,Millard_Fillmore,What is The Remarkable Millard Fillmore?,A fake biography based on real events that happened in Fillmore's life.,medium,medium,S08_set3_a3
1114,Millard_Fillmore,What is The Remarkable Millard Fillmore?,"In 2007, George Pendle wrote The Remarkable Millard Fillmore, a fake biography based on real events that happened in Fillmore's life",medium,medium,S08_set3_a3
1115,Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Before.,hard,hard,S08_set3_a3
1116,Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Law partnership founded before University of Buffalo,hard,hard,S08_set3_a3
1117,Millard_Fillmore,Did Fillmore run for President a second time?,Yes,hard,medium,S08_set3_a3
1118,Millard_Fillmore,Did Fillmore run for President a second time?,I don't know (semantic ambiguity),hard,too hard,S08_set3_a3
1119,Millard_Fillmore,How long after the death of his first wife did Fillmore marry Caroline McIntosh?,where is the death date of his first wife?,hard,too hard,S08_set3_a3
1120,Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,easy,easy,S08_set3_a3
1121,Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,easy,easy,S08_set3_a3
1123,Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,easy,medium,S08_set3_a3
1124,Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,easy,easy,S08_set3_a3
1126,Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",no,easy,easy,S08_set3_a3
1127,Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",no,easy,easy,S08_set3_a3
1129,Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",medium,easy,S08_set3_a3
1130,Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",medium,medium,S08_set3_a3
1132,Millard_Fillmore,To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,medium,easy,S08_set3_a3
1133,Millard_Fillmore,To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,medium,medium,S08_set3_a3
1135,Millard_Fillmore,Who did Millard Fillmore fall in love with?,He fell in love with Abigail Powers,medium,easy,S08_set3_a3
1136,Millard_Fillmore,Who did Millard Fillmore fall in love with?,Abigail Powers,medium,medium,S08_set3_a3
1138,Millard_Fillmore,What did Taylor and Fillmore disagree upon?,slavory issues,hard,easy,S08_set3_a3
1139,Millard_Fillmore,What did Taylor and Fillmore disagree upon?,Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War,hard,medium,S08_set3_a3
1141,Millard_Fillmore,How did Fillmore ascend to the presidency?,"upon the death of the sitting president, Taylor",hard,medium,S08_set3_a3
1142,Millard_Fillmore,How did Fillmore ascend to the presidency?,Official White House portrait of Millard FillmoreFillmore ascended to the presidency upon the sudden and unexpected death of President Taylor in July 1850.,hard,hard,S08_set3_a3
1144,Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,they were ok with him,hard,too hard,S08_set3_a3
1145,Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,angry,hard,hard,S08_set3_a3
1161,otter,Do sea otters have long muscular tails?,no,easy,medium,S08_set1_a7
1162,otter,Do sea otters have long muscular tails?,No,easy,medium,S08_set1_a7
1163,otter,Can otters survive in cold water?,yes,easy,medium,S08_set1_a7
1164,otter,Can otters survive in cold water?,Yes,easy,medium,S08_set1_a7
1165,otter,Does the giant otter inhabit South Africa?,no,easy,easy,S08_set1_a7
1166,otter,Does the giant otter inhabit South Africa?,No,easy,easy,S08_set1_a7
1167,otter,How many species of otter are there?,13,medium,easy,S08_set1_a7
1168,otter,How many species of otter are there?,13,medium,medium,S08_set1_a7
1169,otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",medium,easy,S08_set1_a7
1170,otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",medium,medium,S08_set1_a7
1171,otter,How much do sea otters weigh?,30 kg (about 65 pounds),medium,easy,S08_set1_a7
1172,otter,How much do sea otters weigh?,30 kg (about 65 pounds),medium,medium,S08_set1_a7
1173,otter,How do sea otters insulate themselves?,a layer of air trapped in their fur(!),hard,hard,S08_set1_a7
1174,otter,How do sea otters insulate themselves?,"As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.",hard,hard,S08_set1_a7
1175,otter,Why are sea otters nearly extinct?,They've been hunted for their fur,hard,hard,S08_set1_a7
1176,otter,Why are sea otters nearly extinct?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them",hard,hard,S08_set1_a7
1177,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,hard,hard,S08_set1_a7
1178,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,Roadkill deaths have become one of the significant threats to the success of their re-establishment. ,hard,hard,S08_set1_a7
1179,otter,Is otter a kind of mammal?,yes,easy,easy,S08_set1_a7
1180,otter,Is otter a kind of mammal?,Yes.,easy,easy,S08_set1_a7
1181,otter,How many species and genera does otter have?,13 species and 7 genera,easy,easy,S08_set1_a7
1182,otter,How many species and genera does otter have?,13 species in 7 genera.,easy,medium,S08_set1_a7
1183,otter,Do otters live in water?,yes,easy,hard,S08_set1_a7
1184,otter,Do otters live in water?,Yes.,easy,easy,S08_set1_a7
1185,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds. ",medium,easy,S08_set1_a7
1186,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds.",medium,medium,S08_set1_a7
1187,otter,Where do sea otters live?,Sea otters (Enhydra lutris) live along the Pacific coast of North America. ,medium,easy,S08_set1_a7
1188,otter,Where do sea otters live?,The sea otter lives actually in the sea. ,medium,medium,S08_set1_a7
1189,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. ",medium,easy,S08_set1_a7
1190,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"". ",medium,medium,S08_set1_a7
1191,otter,Does otter give birth or lay egg?,give birth,hard,too hard,S08_set1_a7
1192,otter,What drives sea otter almost to extinction?,Humans hunted them almost to extinction. ,hard,medium,S08_set1_a7
1193,otter,What drives sea otter almost to extinction?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction. ",hard,medium,S08_set1_a7
1194,otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. ",hard,hard,S08_set1_a7
1195,otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,S08_set1_a7
1196,otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,S08_set1_a7
1197,otter,Are otters totem animals?,Yes,easy,easy,S08_set1_a7
1198,otter,Are otters herbivores?,No,easy,easy,S08_set1_a7
1199,otter,Are otters herbivores?,No,easy,hard,S08_set1_a7
1200,otter,What is the primary item in an otter's diet?,Fish.,medium,medium,S08_set1_a7
1201,otter,What is the primary item in an otter's diet?,fish,medium,medium,S08_set1_a7
1202,otter,What is an otter's den called?,Holt,medium,medium,S08_set1_a7
1203,otter,What is an otter's den called?,holt,medium,medium,S08_set1_a7
1204,otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",medium,hard,S08_set1_a7
1205,otter,Why is the giant otter becoming increasingly rare?,"poaching, habitat loss, and the use of mercury in illegal alluvial gold mining",medium,medium,S08_set1_a7
1206,otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.  ,hard,hard,S08_set1_a7
1207,otter,How do otters keep themselves warm without blubber?,a layer of air trapped in their fur,hard,hard,S08_set1_a7
1208,otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",hard,hard,S08_set1_a7
1209,otter,How are otters playful animals?,They slide repeatedly down snowy slopes for sheer enjoyment.,hard,hard,S08_set1_a7
1210,otter,What animals are related to otters?,"weasels, polecats, and badgers",hard,hard,S08_set1_a7
1223,penguin,Do penguins feed on krill?,yes,easy,easy,S08_set1_a3
1224,penguin,Do penguins feed on krill?,yes,easy,easy,S08_set1_a3
1225,penguin,What is the largest living species of penguin?,Emperor Penguin,easy,medium,S08_set1_a3
1226,penguin,What is the largest living species of penguin?,the Emperor Penguin (Aptenodytes forsteri),easy,medium,S08_set1_a3
1227,penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,S08_set1_a3
1228,penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,S08_set1_a3
1229,penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,medium,hard,S08_set1_a3
1230,penguin,"What is ""tobogganing""?",Tobogganing is when penguins slide on their bellies across the snow.,medium,hard,S08_set1_a3
1231,penguin,Why are penguins countershaded?,for camouflage,medium,hard,S08_set1_a3
1232,penguin,Why are penguins countershaded?,for camouflage,medium,hard,S08_set1_a3
1233,penguin,Are penguins afraid of humans?,no,medium,medium,S08_set1_a3
1234,penguin,Are penguins afraid of humans?,no,medium,medium,S08_set1_a3
1235,penguin,How much time to penguins spend on land?,half of their life,hard,hard,S08_set1_a3
1236,penguin,How much time to penguins spend on land?,They spend half of their life on land.,hard,medium,S08_set1_a3
1237,penguin,How many species of penguins are there?,between 17 and 20 living species,hard,medium,S08_set1_a3
1238,penguin,How many species of penguins are there?,"Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.",hard,hard,S08_set1_a3
1239,penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,hard,hard,S08_set1_a3
1240,penguin,How are Isabelline penguins different from most penguins?,Because they are born with brown rather than black plumage.,hard,hard,S08_set1_a3
1241,penguin,Are penguins birds?,yes,easy,easy,S08_set1_a3
1242,penguin,Are penguins birds?,Yes,easy,easy,S08_set1_a3
1243,penguin,Do penguins have a better than average sense of hearing for birds?,yes,easy,easy,S08_set1_a3
1244,penguin,Do penguins have a better than average sense of hearing for birds?,No,easy,easy,S08_set1_a3
1245,penguin,"Are penguins considered ""higher waterbirds""?",yes,easy,easy,S08_set1_a3
1246,penguin,"Are penguins considered ""higher waterbirds""?",Yes,easy,easy,S08_set1_a3
1247,penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,S08_set1_a3
1248,penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,S08_set1_a3
1249,penguin,What is the largest living species of penguin?,Emperor Penguin,medium,medium,S08_set1_a3
1250,penguin,What is the largest living species of penguin?,Emperor,medium,medium,S08_set1_a3
1251,penguin,How tall were the tallest prehistoric penguins?,1.80 meters,medium,medium,S08_set1_a3
1252,penguin,How tall were the tallest prehistoric penguins?,as tall as an adult human,medium,hard,S08_set1_a3
1253,penguin,What makes penguins so agile in the water?,Their wings have become flippers,hard,hard,S08_set1_a3
1254,penguin,What makes penguins so agile in the water?,"Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers",hard,hard,S08_set1_a3
1255,penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,hard,hard,S08_set1_a3
1256,penguin,"Why do penguins ""tobaggan""?",Conserves energy while moving quickly,hard,hard,S08_set1_a3
1273,polar_bear,What is the last word on the page?,Connecticut,easy,too easy,S08_set1_a4
1274,polar_bear,What is the last word on the page?,(SSN-22),easy,too hard,S08_set1_a4
1275,polar_bear,Is polar bear a mammal?,Yes,easy,easy,S08_set1_a4
1276,polar_bear,Is polar bear a mammal?,Yes,easy,easy,S08_set1_a4
1277,polar_bear,Is polar bear a carnivore?,Yes,easy,easy,S08_set1_a4
1278,polar_bear,Is polar bear a carnivore?,Yes,easy,easy,S08_set1_a4
1279,polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,S08_set1_a4
1280,polar_bear,What is largest polar bear on record?,"A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",medium,medium,S08_set1_a4
1281,polar_bear,What is polar bear's skin color?,white or cream,medium,easy,S08_set1_a4
1282,polar_bear,What is polar bear's skin color?,Black,medium,easy,S08_set1_a4
1283,polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4
1284,polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4
1285,polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,S08_set1_a4
1286,polar_bear,What is cause of polar bear's skin diseases?,Mites or other parasites,hard,medium,S08_set1_a4
1287,polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard,S08_set1_a4
1288,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium,S08_set1_a4
1289,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear roughly 200 thousand years ago.,hard,medium,S08_set1_a4
1290,polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,S08_set1_a4
1291,polar_bear,Does a polar bear live in the Arctic?,Yes,easy,easy,S08_set1_a4
1292,polar_bear,Is a polar bear white in color?,yes,easy,medium,S08_set1_a4
1293,polar_bear,Is a polar bear white in color?,Yes,easy,easy,S08_set1_a4
1294,polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,S08_set1_a4
1295,polar_bear,Is a polar bear at high risk of extinction?,Yes,easy,easy,S08_set1_a4
1296,polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,S08_set1_a4
1297,polar_bear,How heavy is a male polar bear?,Most adult males weigh 350-650 kg,medium,too hard,S08_set1_a4
1298,polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,S08_set1_a4
1299,polar_bear,How heavy was the largest polar bear on record?,He allegedly weighed 1002 kg,medium,medium,S08_set1_a4
1300,polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium,S08_set1_a4
1301,polar_bear,What does a polar bear's fur provide?,A polar bear's fur provides camouflage and insulation,medium,medium,S08_set1_a4
1302,polar_bear,Do female polar bears weight more than the male?,no,hard,medium,S08_set1_a4
1303,polar_bear,Do female polar bears weight more than the male?,No,hard,easy,S08_set1_a4
1304,polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium,S08_set1_a4
1305,polar_bear,How much weight do female polar bears gain during pregnancy?,They double their weight during pregnancy,hard,medium,S08_set1_a4
1306,polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,hard,easy,S08_set1_a4
1307,polar_bear,Can polar bears be seen under infrared photography?,Only their breath and muzzles can be easily seen,hard,hard,S08_set1_a4
1321,Qatar,Does Qatar rank as the eighth richest country in the world per capita?,No.,easy,easy,S08_set2_a3
1322,Qatar,Does Qatar rank as the eighth richest country in the world per capita?,no,easy,easy,S08_set2_a3
1323,Qatar,Do nearly all Qataris profess Islam?,Yes.,easy,easy,S08_set2_a3
1324,Qatar,Do nearly all Qataris profess Islam?,yes,easy,easy,S08_set2_a3
1325,Qatar,Can women legally drive in Qatar?,Yes.,easy,easy,S08_set2_a3
1326,Qatar,Can women legally drive in Qatar?,yes,easy,easy,S08_set2_a3
1327,Qatar,When did Qatar become an independent state?,"September 3, 1971.",medium,medium,S08_set2_a3
1328,Qatar,When did Qatar become an independent state?,"September 3, 1971",medium,medium,S08_set2_a3
1329,Qatar,Where is Qatar's telecommunication system centered?,Doha.,medium,medium,S08_set2_a3
1330,Qatar,Where is Qatar's telecommunication system centered?,Doha,medium,medium,S08_set2_a3
1331,Qatar,Where did a suicide-bombing kill a teacher in 2005?,At the Doha Players Theatre.,medium,medium,S08_set2_a3
1332,Qatar,Where did a suicide-bombing kill a teacher in 2005?,Doha Players Theatre,medium,medium,S08_set2_a3
1333,Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,Yes.,hard,hard,S08_set2_a3
1334,Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,no,hard,hard,S08_set2_a3
1335,Qatar,What is the Arabic word for municipalities?,baladiyah.,hard,hard,S08_set2_a3
1336,Qatar,What is the Arabic word for municipalities?,baladiyah,hard,hard,S08_set2_a3
1337,Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.",hard,hard,S08_set2_a3
1338,Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University",hard,hard,S08_set2_a3
1355,Romania,Does Romania border Hungary?,Yes.,easy,medium,S08_set2_a7
1356,Romania,Does Romania border Hungary?,yes,easy,easy,S08_set2_a7
1357,Romania,Is Romania a secular state?,Yes.,easy,easy,S08_set2_a7
1358,Romania,Is Romania a secular state?,yes,easy,easy,S08_set2_a7
1359,Romania,Is the president elected by popular vote?,Yes.,easy,easy,S08_set2_a7
1360,Romania,Is the president elected by popular vote?,yes,easy,easy,S08_set2_a7
1361,Romania,How many counties is Romania divided into?,41.,medium,medium,S08_set2_a7
1362,Romania,How many counties is Romania divided into?,forty-one,medium,medium,S08_set2_a7
1363,Romania,What is the highest mountain in Romania?,Moldoveanu Peak.,medium,medium,S08_set2_a7
1364,Romania,What is the highest mountain in Romania?,Moldoveanu Peak,medium,medium,S08_set2_a7
1365,Romania,What is the official language of Romania?,Romanian.,medium,medium,S08_set2_a7
1366,Romania,What is the official language of Romania?,Romanian,medium,medium,S08_set2_a7
1367,Romania,Is the Romanian economy doing well?,Yes.,hard,too hard,S08_set2_a7
1368,Romania,Are there many Roma in Romania?,No.,hard,too hard,S08_set2_a7
1369,Romania,Are there many Roma in Romania?,no,hard,too hard,S08_set2_a7
1370,Romania,How many territories joined to form Romania?,2.,hard,too hard,S08_set2_a7
1371,Romania,How many territories joined to form Romania?,2,hard,too hard,S08_set2_a7
1372,Romania,Does Romania share a border with Ukraine?,yes,easy,easy,S08_set2_a7
1373,Romania,Does Romania share a border with Ukraine?,Yes,easy,easy,S08_set2_a7
1374,Romania,Did Romania declare neutrality during World War I?,yes,easy,easy,S08_set2_a7
1375,Romania,Did Romania declare neutrality during World War I?,Yes,easy,easy,S08_set2_a7
1376,Romania,Does Romania share the same language with Moldova?,yes,easy,easy,S08_set2_a7
1377,Romania,Does Romania share the same language with Moldova?,Practically,easy,medium,S08_set2_a7
1378,Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia Comăneci,medium,medium,S08_set2_a7
1379,Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia Comăneci,medium,medium,S08_set2_a7
1380,Romania,What is the largest city in Romania?,Bucharest,medium,medium,S08_set2_a7
1381,Romania,What is the largest city in Romania?,Bucharest,medium,medium,S08_set2_a7
1382,Romania,What is the largest ethnic minority in Romania?,Hungarians,medium,medium,S08_set2_a7
1383,Romania,What is the largest ethnic minority in Romania?,Hungarians,medium,medium,S08_set2_a7
1384,Romania,How many countries in Europe are bigger than Romania?  ,eleven,hard,hard,S08_set2_a7
1385,Romania,How many countries in Europe are bigger than Romania?  ,Eleven,hard,too hard,S08_set2_a7
1386,Romania,Why doesn't Romania have a state religion?  ,Romania is a secular state,hard,hard,S08_set2_a7
1387,Romania,Why wasn't Romania neutral during World War II?,it received a Soviet ultimatum,hard,hard,S08_set2_a7
1388,Romania,Why wasn't Romania neutral during World War II?,The Soviets threatened invasion.,hard,hard,S08_set2_a7
1403,Singapore,Do singaporeans enjoy squid?,"Yes, they do.",easy,easy,S08_set2_a2
1404,Singapore,Do singaporeans enjoy squid?,yes,easy,easy,S08_set2_a2
1406,Singapore,Did Singapore's standard of living decrease since independence?,"No, the standard living was raised.",easy,medium,S08_set2_a2
1407,Singapore,Did Singapore's standard of living decrease since independence?,no,easy,easy,S08_set2_a2
1409,Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,"No, it contributed 1.56% to GDP in 2001.",easy,medium,S08_set2_a2
1410,Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,no,easy,easy,S08_set2_a2
1412,Singapore,How many people use the bus network daily?,More than 2.78 million people.,medium,easy,S08_set2_a2
1413,Singapore,How many people use the bus network daily?,2.78 million people,medium,medium,S08_set2_a2
1415,Singapore,Where did Orang Laut people live?,"Orang Laut people lived around the coast, rivers and smaller islands.",medium,easy,S08_set2_a2
1416,Singapore,Where did Orang Laut people live?,"Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands.",medium,medium,S08_set2_a2
1418,Singapore,What is the MRT?,One of three heavy rail passenger transport lines in Singapore.,medium,medium,S08_set2_a2
1419,Singapore,What is the MRT?,Mass Rapid Transit system,medium,medium,S08_set2_a2
1421,Singapore,How is Singapore's climate characterized?,Singapore has a tropical rainforest climate with no distinctive seasons.,hard,medium,S08_set2_a2
1422,Singapore,How is Singapore's climate characterized?,"Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall",hard,medium,S08_set2_a2
1424,Singapore,How much increase in the media's contribution to GDP is the government seeking?,The government seeks to increase its GDP contribution to 3% by 2012. ,hard,medium,S08_set2_a2
1425,Singapore,How much increase in the media's contribution to GDP is the government seeking?,the government seeks to increase its GDP contribution to 3% by 2012. ,hard,medium,S08_set2_a2
1427,Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,Six days,hard,medium,S08_set2_a2
1428,Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,6 days,hard,hard,S08_set2_a2
1430,Singapore,Is Singapore located at the southern tip of the Korean Penisula?,no,easy,easy,S08_set2_a2
1431,Singapore,Is Singapore located at the southern tip of the Korean Penisula?,Yes.,easy,easy,S08_set2_a2
1432,Singapore,Is Singapore a city-state?,yes,easy,easy,S08_set2_a2
1433,Singapore,Is Singapore a city-state?,Yes.,easy,easy,S08_set2_a2
1434,Singapore,Has Sang Nila Utama visited Singapore?,yes,easy,hard,S08_set2_a2
1435,Singapore,Has Sang Nila Utama visited Singapore?,Yes.,easy,easy,S08_set2_a2
1436,Singapore,"What does ""singa"" mean?",lion,medium,medium,S08_set2_a2
1437,Singapore,When is the first record of S08_settlement in Singapore?,second century AD,medium,easy,S08_set2_a2
1438,Singapore,When is the first record of S08_settlement in Singapore?,The first records of S08_settlement in Singapore are from the second century AD.,medium,medium,S08_set2_a2
1439,Singapore,Which nation invaded Singapore during World War II?,Japan,medium,hard,S08_set2_a2
1440,Singapore,Which nation invaded Singapore during World War II?,"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore.",medium,medium,S08_set2_a2
1441,Singapore,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?",The British were defeated in six days,hard,hard,S08_set2_a2
1442,Singapore,Was Lee Kuan Yew a successful leader of Singapore?,yes,hard,too hard,S08_set2_a2
1443,Singapore,Was Lee Kuan Yew a successful leader of Singapore?,Yes.,hard,too hard,S08_set2_a2
1444,Singapore,When did Goh Chok Tong succeed Lee as Prime Minister?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister.",easy,medium,S08_set2_a2
1446,Singapore,What is the primary domestic source of water supply?,The primary domestic source of water supply in Singapore is rainfall.,easy,medium,S08_set2_a2
1448,Singapore,What is the national language of Singapore?,The national language of Singapore is Malay.,easy,medium,S08_set2_a2
1450,Singapore,Where is the National Orchid Garden?,Singapore Botanic Gardens.,medium,medium,S08_set2_a2
1452,Singapore,Why are relations with Malaysia and Indonesia important?,"Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",medium,medium,S08_set2_a2
1454,Singapore,What is the most densely populated independent country in the world?,Monaco,medium,hard,S08_set2_a2
1456,Singapore,Who did Sir Thomas Stamford Raffles work for?,British East India Company,hard,hard,S08_set2_a2
1458,Singapore,When was Lee Kuan Yew prime minister of Singapore?,1959,hard,medium,S08_set2_a2
1460,Singapore,What is the punishment for first-degree murder?,There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.,hard,hard,S08_set2_a2
1474,Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes,easy,easy,S08_set3_a7
1475,Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes,easy,easy,S08_set3_a7
1476,Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes,easy,easy,S08_set3_a7
1477,Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes,easy,medium,S08_set3_a7
1478,Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes,easy,easy,S08_set3_a7
1479,Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes,easy,medium,S08_set3_a7
1480,Theodore_Roosevelt,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,medium,medium,S08_set3_a7
1481,Theodore_Roosevelt,Where was Theodore Roosevelt born?,"a four-story brownstone at 28 East 20th Street, in the modern-day Gramercy section of New York City",medium,easy,S08_set3_a7
1482,Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,Roosevelt took up exercise,medium,hard,S08_set3_a7
1483,Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,He started boxing,medium,hard,S08_set3_a7
1484,Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies,medium,medium,S08_set3_a7
1485,Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies,medium,medium,S08_set3_a7
1486,Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie as a child and Bye as an adult,hard,medium,S08_set3_a7
1487,Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie,hard,medium,S08_set3_a7
1488,Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,Noting that his children had been educated with other races and there was nothing wrong with it,hard,too hard,S08_set3_a7
1489,Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,that his children had been educated with other races and there was nothing wrong with it,hard,hard,S08_set3_a7
1490,Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,mixing of the races on social occassions,hard,hard,S08_set3_a7
1491,Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,They outraged.,hard,hard,S08_set3_a7
1492,Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,No,easy,easy,S08_set3_a7
1493,Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,No clue,easy,easy,S08_set3_a7
1494,Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,yes,easy,hard,S08_set3_a7
1495,Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,nein,easy,hard,S08_set3_a7
1496,Theodore_Roosevelt,Did Roosevelt study biology?,yes,easy,easy,S08_set3_a7
